4139	Annette Taylor	http://simpsons.wikia.com/wiki/Annette_Taylor
4174	SNPP Employees	http://simpsons.wikia.com/wiki/SNPP_Employees
4206	Renee	http://simpsons.wikia.com/wiki/Renee
4217	Star Trek XII: So Very Tired	http://simpsons.wikia.com/wiki/Star_Trek_XII:_So_Very_Tired
4218	Bort (man)	http://simpsons.wikia.com/wiki/Bort_(man)
4220	Roger Myers, Jr.	http://simpsons.wikia.com/wiki/Roger_Myers,_Jr.
4226	Robert Terwilliger, Sr.	http://simpsons.wikia.com/wiki/Robert_Terwilliger,_Sr.
4230	Milo	http://simpsons.wikia.com/wiki/Milo
4231	Shapes	http://simpsons.wikia.com/wiki/Shapes
4235	Menthol Moose	http://simpsons.wikia.com/wiki/Menthol_Moose
4248	Treehouse of Horror IX	http://simpsons.wikia.com/wiki/Treehouse_of_Horror_IX
4254	Sideshow Raheem	http://simpsons.wikia.com/wiki/Sideshow_Raheem
4256	Lugash	http://simpsons.wikia.com/wiki/Lugash
4257	Akira	http://simpsons.wikia.com/wiki/Akira
4262	Aristotle Amadopolis	http://simpsons.wikia.com/wiki/Aristotle_Amadopolis
4268	Number One	http://simpsons.wikia.com/wiki/Number_One
4269	Leon Kompowsky	http://simpsons.wikia.com/wiki/Leon_Kompowsky
4271	Beatrice Simmons	http://simpsons.wikia.com/wiki/Beatrice_Simmons
4272	Jacques	http://simpsons.wikia.com/wiki/Jacques
4273	Mr. Black	http://simpsons.wikia.com/wiki/Mr._Black
4284	Lester	http://simpsons.wikia.com/wiki/Lester
4287	Rex Banner	http://simpsons.wikia.com/wiki/Rex_Banner
4298	Yuma Hickman	http://simpsons.wikia.com/wiki/Yuma_Hickman
4303	The Tracey Ullman Show	http://simpsons.wikia.com/wiki/The_Tracey_Ullman_Show
4305	Home Wreckers	http://simpsons.wikia.com/wiki/Home_Wreckers
4308	The Simpsons Ride	http://simpsons.wikia.com/wiki/The_Simpsons_Ride
4316	Elrita Simpson	http://simpsons.wikia.com/wiki/Elrita_Simpson
4317	Twitta Simpson	http://simpsons.wikia.com/wiki/Twitta_Simpson
4318	"Happy" Dinsdale	http://simpsons.wikia.com/wiki/%22Happy%22_Dinsdale
